Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Chad,TCD,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.4909449230356
Chad,TCD,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.0570037591668
Chad,TCD,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.3493184072076
Chad,TCD,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.8283578187902
Chad,TCD,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,42.3063568762479
Chad,TCD,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.9169652158446
Chad,TCD,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.1432725797179
Chad,TCD,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.6260677872693
Chad,TCD,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,60.7469844499348
Chad,TCD,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.3930387172468
Chad,TCD,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,56.7948164146869
Chad,TCD,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,41.0588135160441
Chad,TCD,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.3257241813603
Chad,TCD,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12384621.4806945
Chad,TCD,1993,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,15690632.5964576
Chad,TCD,1992,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14873902.3605414
Chad,TCD,1991,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,11226240.4822784
Chad,TCD,1990,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,23800360.1151885
Chad,TCD,1989,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10761183.6458286
Chad,TCD,1988,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,15460288.2926118
Chad,TCD,1987,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13056855.7632065
Chad,TCD,1986,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12370493.8274259
Chad,TCD,1985,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7294169.05462467
Chad,TCD,1984,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,6285159.05205928
Chad,TCD,1983,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3338004.12461265
Chad,TCD,1982,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,951048.972409467
Chad,TCD,1981,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1068358.54011477
Chad,TCD,1980,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3682325.05257275
Chad,TCD,1979,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8560482.90861237
Chad,TCD,1978,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3656009.63850286
Chad,TCD,1977,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3936019.34907205
Chad,TCD,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,411469862.894802
Chad,TCD,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,450338460.064748
Chad,TCD,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,467139517.164396
Chad,TCD,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,457886694.606047
Chad,TCD,1990,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,487650279.7058
Chad,TCD,1989,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,450257878.025668
Chad,TCD,1988,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,446324643.225804
Chad,TCD,1987,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,423865232.842543
Chad,TCD,1986,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,377752728.605781
Chad,TCD,1985,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,320146577.701149
Chad,TCD,1984,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,218401520.040661
Chad,TCD,1983,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,176751517.145566
Chad,TCD,1982,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,103774653.464179
Chad,TCD,1981,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,106531650.010735
Chad,TCD,1980,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,79482370.9612521
Chad,TCD,1979,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,118502280.703076
Chad,TCD,1978,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,267513548.89438
Chad,TCD,1977,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,245620632.471979
Chad,TCD,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.3322855697666
Chad,TCD,1993,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.90604016764056
Chad,TCD,1992,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.87746502612506
Chad,TCD,1991,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.97248019084946
Chad,TCD,1990,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.34572670207628
Chad,TCD,1989,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.73119933113364
Chad,TCD,1988,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.38377395698526
Chad,TCD,1987,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.47829156371337
Chad,TCD,1986,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.96556351405518
Chad,TCD,1985,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.96672549984087
Chad,TCD,1984,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.91831186320095
Chad,TCD,1983,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.13417644472999
Chad,TCD,1982,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.06668503720033
Chad,TCD,1981,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.835634355471589
Chad,TCD,1980,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.711771607352369
Chad,TCD,1979,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.0829373650107992
Chad,TCD,1978,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.27661928674783
Chad,TCD,1977,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.59508816120908
Chad,TCD,1994,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,212062327.500583
Chad,TCD,1993,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,215240305.084154
Chad,TCD,1992,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,242992037.598502
Chad,TCD,1991,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,249862721.539261
Chad,TCD,1990,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,259453308.416191
Chad,TCD,1989,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,240297823.357749
Chad,TCD,1988,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,228401567.313902
Chad,TCD,1987,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,225909285.237988
Chad,TCD,1986,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,212058181.06547
Chad,TCD,1985,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,166290137.849527
Chad,TCD,1984,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,128330803.465086
Chad,TCD,1983,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,99145545.4654013
Chad,TCD,1982,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,81687429.1938344
Chad,TCD,1981,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,81208854.5249027
Chad,TCD,1980,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,55277473.3791737
Chad,TCD,1979,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,64088447.8270799
Chad,TCD,1978,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,163381531.336149
Chad,TCD,1977,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,142201418.799567
Chad,TCD,1994,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,199407535.394219
Chad,TCD,1993,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,235098154.980594
Chad,TCD,1992,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,224147479.565894
Chad,TCD,1991,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,208023973.066785
Chad,TCD,1990,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,228196971.289609
Chad,TCD,1989,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,209960054.667919
Chad,TCD,1988,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,217923075.911902
Chad,TCD,1987,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,197955947.604555
Chad,TCD,1986,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,165694547.54031
Chad,TCD,1985,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,153856439.851622
Chad,TCD,1984,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,90070716.5755752
Chad,TCD,1983,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,77605971.680165
Chad,TCD,1982,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,22087224.2703442
Chad,TCD,1981,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,25322795.485832
Chad,TCD,1980,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,24204897.5820784
Chad,TCD,1979,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,54413832.8759957
Chad,TCD,1978,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,104132017.55823
Chad,TCD,1977,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,103419213.672412
Chad,TCD,1994,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,423854484.375496
Chad,TCD,1993,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,466029092.661206
Chad,TCD,1992,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,482013419.524937
Chad,TCD,1991,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,469112935.088325
Chad,TCD,1990,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,511450639.820988
Chad,TCD,1989,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,461019061.671497
Chad,TCD,1988,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,461784931.518416
Chad,TCD,1987,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,436922088.605749
Chad,TCD,1986,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,390123222.433207
Chad,TCD,1985,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,327440746.755774
Chad,TCD,1984,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,224686679.09272
Chad,TCD,1983,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,180089521.270179
Chad,TCD,1982,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,104725702.436588
Chad,TCD,1981,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,107600008.55085
Chad,TCD,1980,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,83164696.0138249
Chad,TCD,1979,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,127062763.611688
Chad,TCD,1978,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,271169558.532883
Chad,TCD,1977,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,249556651.821051
Chad,TCD,1994,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,48.0715730905412
Chad,TCD,1993,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,33.3103002809031
Chad,TCD,1992,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,37.3102983313669
Chad,TCD,1991,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,45.3782056743631
Chad,TCD,1990,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,44.1493642362788
Chad,TCD,1989,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,45.4729094193703
Chad,TCD,1988,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,38.663184815431
Chad,TCD,1987,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,44.61835846234
Chad,TCD,1986,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,46.9909900489709
Chad,TCD,1985,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,39.9451694106074
Chad,TCD,1984,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,49.7276215158675
Chad,TCD,1983,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,44.5183106211747
Chad,TCD,1982,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,18.600165334803
Chad,TCD,1981,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,7.52070919924431
Chad,TCD,1980,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,6.40594446617129
Chad,TCD,1979,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,1.53261339092873
Chad,TCD,1978,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,40.6932504894035
Chad,TCD,1977,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,47.754250629723
Chad,TCD,1994,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,13.0211720500036
Chad,TCD,1993,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,36.4212645145784
Chad,TCD,1992,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,35.6413281645036
Chad,TCD,1991,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,30.3723268296839
Chad,TCD,1990,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,30.5488491871881
Chad,TCD,1989,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,25.3049463264605
Chad,TCD,1988,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,30.8960374684168
Chad,TCD,1987,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,23.5540315667389
Chad,TCD,1986,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,18.2150886181837
Chad,TCD,1985,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,12.781748213304
Chad,TCD,1984,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,21.4371014050867
Chad,TCD,1983,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,20.2042403543773
Chad,TCD,1982,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,46.7070818407275
Chad,TCD,1981,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,30.8966719953495
Chad,TCD,1980,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,57.4892452092299
Chad,TCD,1979,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,41.5896328293736
Chad,TCD,1978,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,12.971316707805
Chad,TCD,1977,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,18.3249370277078
Chad,TCD,1999,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-2147153
Chad,TCD,1998,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-303414.5
Chad,TCD,1997,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,945741.5
Chad,TCD,1996,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1264778.5
Chad,TCD,1995,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-2454181.9
Chad,TCD,1994,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,561954.90139277
Chad,TCD,1993,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,10930116.5622409
Chad,TCD,1992,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,13774510.5426807
Chad,TCD,1991,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,10503110.3722737
Chad,TCD,1990,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,59848.1
Chad,TCD,1989,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,12545128.1563029
Chad,TCD,1988,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,13839263.5562467
Chad,TCD,1987,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,7995699.36116426
Chad,TCD,1986,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,427367.822728184
Chad,TCD,1985,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,264878.27815085
Chad,TCD,1984,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,0
Chad,TCD,1983,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,89223.3806893318
Chad,TCD,1982,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,124769.384828343
Chad,TCD,1981,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,110403.119397611
Chad,TCD,1980,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,425975.905824611
Chad,TCD,1979,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1292769.24759385
Chad,TCD,1978,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-1041408.80611899
Chad,TCD,1977,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,0
Chad,TCD,1999,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.139909425915494
Chad,TCD,1998,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.0173896980045188
Chad,TCD,1997,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0612253435705833
Chad,TCD,1996,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0786874143831814
Chad,TCD,1995,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.169731525841782
Chad,TCD,1994,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0476298371947269
Chad,TCD,1993,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.746974740294701
Chad,TCD,1992,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.731967350572636
Chad,TCD,1991,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.559527880594281
Chad,TCD,1990,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.00344230465172185
Chad,TCD,1989,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.875026013028914
Chad,TCD,1988,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.933447239289676
Chad,TCD,1987,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.687254154113383
Chad,TCD,1986,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0400221499884912
Chad,TCD,1985,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0256399229972697
Chad,TCD,1984,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Chad,TCD,1983,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0107186072214034
Chad,TCD,1982,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.014953726248506
Chad,TCD,1981,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0125896214814016
Chad,TCD,1980,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0412366810640385
Chad,TCD,1979,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.128721299897598
Chad,TCD,1978,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.0934904384056472
Chad,TCD,1977,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0
Chad,TCD,1994,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,15977890.8021002
Chad,TCD,1993,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,41877002.3247342
Chad,TCD,1992,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,50964933.4121676
Chad,TCD,1991,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,40952559.6121764
Chad,TCD,1990,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,43744180.3968975
Chad,TCD,1989,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,33365903.0723858
Chad,TCD,1988,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,37072573.5536331
Chad,TCD,1987,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,26306283.4579129
Chad,TCD,1986,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,18114042.9187425
Chad,TCD,1985,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,11356377.9422322
Chad,TCD,1984,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,8069450.07611043
Chad,TCD,1983,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,6859703.44476216
Chad,TCD,1982,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,663407.948599482
Chad,TCD,1981,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,592496.740767179
Chad,TCD,1980,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,4113034.02401763
Chad,TCD,1979,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,10022487.403164
Chad,TCD,1978,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,13560472.1137197
Chad,TCD,1977,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,16081915.6651331
Chad,TCD,1994,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,15421339.3132209
Chad,TCD,1993,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,40948207.2824501
Chad,TCD,1992,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,46903606.2499675
Chad,TCD,1991,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,38800893.0593683
Chad,TCD,1990,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,38932687.8427467
Chad,TCD,1989,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,31199815.75
Chad,TCD,1988,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,35219280.24
Chad,TCD,1987,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,25324705.12
Chad,TCD,1986,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,17663574.22
Chad,TCD,1985,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,10519452.1
Chad,TCD,1984,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,6741096.497
Chad,TCD,1983,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,2962741.137
