GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,URB,Urban,,,,,,,,,,,70.0,69.95306,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS199801,nairobi,,,,,72.7,72.66425,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,,,,,,,URB,Urban,,,,,,,,,,,76.4,76.42766,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS201404,central,,,,,79.3,79.34502,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS201408,nairobi,,,,,79.7,79.67013,,,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,92.1 [88.7-94.6],92.12990,88.69864,94.58299,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,95.1 [94.0-96.0],95.09731,93.99146,96.00827,,,
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,6.1 [3.5-10.4],6.12321,3.53976,10.38909,,,
cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,28.6 [26.7-30.5],28.55964,26.72686,30.46584,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,10.3 [6.8-15.2],10.25014,6.75985,15.24786,,,
itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,28.6 [20.5-36.8],28.61389,20.46183,36.76595,,,
tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,83.7 [80.8-86.2],83.66006,80.75222,86.20365,,,
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,86.5 [78.5-91.9],86.54116,78.45699,91.90471,,,
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,86.0 [83.3-88.3],85.98269,83.29222,88.30077,,,
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,5.9 [2.2-14.8],5.93770,2.23464,14.84536,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,50.5 [44.8-56.1],50.47590,44.83213,56.10756,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,57.7 [54.5-60.8],57.66035,54.47038,60.78771,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,0.5 [0.1-2.1],0.49358,0.11206,2.14606,,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,21.2 [14.4-30.0],21.17567,14.40283,30.01655,,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,49.8 [47.5-52.1],49.78727,47.46444,52.11101,,,
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,95.7 [77.2-114.2],95.74058,77.24824,114.23291,,,
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,64.9 [56.7-73.1],64.86057,56.66028,73.06084,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,44.1 [41.5-46.7],44.09581,41.51910,46.70474,,,
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS00-01,0-1 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,79.6 [76.2-82.5],79.56126,76.23225,82.53084,,,
vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,59.5 [46.3-71.4],59.49172,46.34014,71.40872,,,
vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,59.7 [56.0-63.3],59.71101,56.04214,63.27433,,,
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,44.8 [40.2-49.6],44.82799,40.19642,49.55104,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,52.1 [49.6-54.5],52.06764,49.64459,54.48099,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,46.6 [42.3-50.9],46.60085,42.32862,50.92353,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,53.4 [51.2-55.6],53.38487,51.17088,55.58561,,,
csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,4.1 [3.3-5.1],4.12494,3.30324,5.14017,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,4.3 [3.0-6.0],4.25058,2.98443,6.02057,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,4.0 [3.3-4.8],3.98683,3.28131,4.83647,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,39.7 [32.0-47.9],39.68570,31.97172,47.94902,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,23.9 [15.4-35.1],23.89049,15.40681,35.10694,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,34.3 [30.3-38.7],34.33942,30.26065,38.66318,,,
vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,93.8 [87.8-96.9],93.77878,87.83947,96.91902,,,
vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,86.6 [83.5-89.3],86.62753,83.47334,89.25720,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,88.4 [83.4-92.0],88.36802,83.39674,91.99371,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,92.0 [89.9-93.7],91.98831,89.90765,93.67021,,,
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,88.5 [84.4-91.6],88.52305,84.42743,91.64807,,,
